"Time [us]","Current(w1) [A]","Current(w2) [A]","Current(w4) [A]","Current(w6) [A]","Current(w2)+Current(w4)+Current(w6) [A]"
2.55999999999999,-0.368124552684619,0.781028433515567,0.67279538582408,0.397058618298778,1.85088243763842
2.56999999999999,-0.425779291565015,0.831260535198121,0.671288574714089,0.391326355099697,1.89387546501191
2.57999999999999,-0.481753674101659,0.878230089294284,0.667107563435457,0.384056610072925,1.92939426280267
2.58999999999999,-0.535826794978942,0.921751693932513,0.660268947384101,0.375278014457556,1.95729865577417
2.59999999999999,-0.587785252292421,0.961653552255133,0.650799808737255,0.36502515327712,1.97747851426951
2.60999999999999,-0.63742398974864,0.997778156076071,0.638737613077879,0.353338432838189,1.98985420199214
2.61999999999999,-0.684547105928644,1.0299829014129,0.624130055280577,0.34026391617049,1.99437687286397
2.62999999999998,-0.728968627421325,1.05814065705216,0.607034878304012,0.325853145893443,1.99102868124962
2.63999999999998,-0.770513242775709,1.08214026225047,0.587519639489872,0.310162936842771,1.97982283858311
2.64999999999998,-0.809016994374873,1.1018869669647,0.565661448297306,0.293255155374824,1.96080357063683
2.65999999999998,-0.844327925501947,1.1173028045847,0.541546657791089,0.275196473207436,1.93404593558322
2.66999999999998,-0.876306680043802,1.12832690261636,0.515270529210478,0.256058103837792,1.89965553566463
2.67999999999998,-0.904827052465965,1.13491571947173,0.486936850116663,0.235915523106902,1.8577680926953
2.68999999999998,-0.929776485888205,1.13704321721718,0.45665752924503,0.214848169777956,1.80854891624017
2.69999999999998,-0.951056516295115,1.13470096682429,0.424552153020676,0.192939133533074,1.75219225337804
2.70999999999998,-0.9685831611286,1.12789817748006,0.390747512632682,0.170274826274609,1.68892051638735
2.71999999999998,-0.982287250728664,1.11666166383397,0.355377107111677,0.146944640177749,1.6189834111234
2.72999999999998,-0.992114701314462,1.10103573665895,0.318580611875552,0.123040596644078,1.54265694517858
2.73999999999998,-0.998026728428264,1.08108203172555,0.280503332175004,0.0986569823260739,1.46024234622663
2.74999999999998,-1,1.05687926395687,0.241295625330634,0.0738899762830429,1.37206486557055
2.75999999999998,-0.99802672842828,1.02852291735413,0.201112310717426,0.0488372719780018,1.27847250004956
2.76999999999998,-0.992114701314494,0.996124868242377,0.160112056394472,0.0235976898737391,1.17983461451059
2.77999999999998,-0.982287250728712,0.959812944719536,0.118456754573918,-0.00172921048263204,1.07654048881082
2.78999999999998,-0.968583161128663,0.919730420488243,0.0763108819778526,-0.0270435252876808,0.968997777178415
